21.00005474226004,14.796404917238432
21.825659340439227,12.815859222303933
21.92332396838776,9.62311896249451
22.320241866669054,6.665624957641708
22.67784886187,3.3302774645598916
22.944035320617473,1.0195511824713543
22.966852017031357,-1.7686779668834602
22.430616641783985,-4.7860774982036025
22.275178893258204,-9.518925306824716
21.68396619544335,-13.14311372344551
19.481326551241597,-17.219559052692066
18.285981409541023,-20.06884962917811
15.348279329767836,-22.285493497059996
10.03293922084696,-24.295640925232764
5.733687079349499,-24.101558144877153
2.261838486974442,-24.945469116679
-1.9990556013970586,-21.441908540527518
-6.074043730710844,-19.030056790985928
-9.773488540844957,-15.239597421803376
-11.681955723701382,-10.965083819566559
-12.905459153590769,-9.437241946941146
-12.118039180577867,-6.165591175076858
-11.769409473938143,-1.8924949168711183
-10.241542917940844,-0.16133524817717043
-11.091369543907945,1.4358822883364664
-7.858203441754932,4.113451795529728
-6.502605438769558,5.688050929251543
-3.2733518413402765,3.8258470802950666
-1.9075787514476394,1.8427077874572275
1.7764190961100688,2.4796339233624103
4.852087329337964,1.110251753865116
6.402979261475393,2.320199088419861
9.375190351090547,2.852975756945713
12.231598551000848,4.7609397633209
13.258906446552421,6.004397955342894
16.304881989920673,8.62165310397923
19.201161338685132,10.248410045900158
19.674212142556613,12.127595285883446
21.11401091956218,15.015583041494033
21.99512246586262,12.360450455154956
22.605384525359554,9.323178463155786
21.767785825443973,7.040122718981616
22.299485304579225,2.461963835697487
22.89883842722468,1.4027365500713833
23.12218306944403,-0.8972915899959222
22.4009174462143,-5.307245028382781
22.39240642094722,-9.61839603381166
22.158540584753755,-13.301633752889838
19.634739560138076,-17.69938519491173
17.192300987615624,-20.27666726196215
13.091382519171496,-22.05535373749418
10.036966356237665,-23.636140159661533
6.17958785678107,-24.37253808326633
3.197055401367762,-24.15671260120714
-2.0534071101377545,-21.183440775653487
-5.8386381999446915,-19.111830389015225
-9.625448625285324,-15.74119814017954
-11.178644493864246,-11.640108383367384
-12.007622685335054,-9.3409474798089
-12.195799621033288,-6.383799091409232
-11.44297045407911,-1.2939189455827202
-9.387147369445787,-0.17509537597119457
-8.867183298805545,1.3846879819030289
-8.84739987072284,3.9961194265184137
-5.827191104393767,5.70260233284627
-4.642870938485649,4.079539798575362
-1.4142726750226173,2.8624395207710323
2.664414563111234,2.178537777769039
4.0282768290806725,2.0177817671068707
6.510231881706349,1.5328758965471767
9.010495260260587,2.701831289530723
10.556877108228152,4.583069595032396
